	nom	typerestaurant	ville	codepostal	rue	rue2	telephone	mobile	cravings	extras	prix	stationdemetro	Latitude	Longitude
306	Le Saint Sébastien	Restaurant	Paris	75011	42, rue Saint-Sébastien			+33 6 49 75 27 90	Cuisine d'auteur,  Néobistrot	Ouvert le lundi,  Antidépresseur	De 36 à 50 €	Saint-Ambroise,  Richard Lenoir	48.8615124	2.3710433999999623
307	Racines	Restaurant	Paris	75002	8, passage des Panoramas		+ 33 1 40 13 06 41		Bistrot,  Italien	Ouvert le dimanche,  Ouvert le lundi,  Antidépresseur,  Terrasse	De 36 à 50 €	Grands Boulevards,  Richelieu - Drouot	48.87125160000001	2.3418543000000227
308	Marzo Rive Droite	Restaurant	Paris	75116	84, rue Lauriston		+33 1 45 05 51 78		Italien,  Pizzas	Ouvert le dimanche,  Ouvert le lundi,  Take-away,  Antidépresseur,  Manger seul 	De 36 à 50 €	Victor Hugo,  Boissière	48.8671183	2.287511600000016
309	Perruche 	Restaurant	Paris	75009	2, rue du Havre 	9e étage du Printemps de l’Homme	+33 1 42 82 60 00 		Nourritures mondaines,  Néobrasserie	Ouvert le dimanche,  Ouvert le lundi,  Take-away,  Voir et se faire voir	De 36 à 50 €	Saint-Lazare,  Havre-Caumartin	48.8740052	2.3272280999999566
310	Double Dragon	Restaurant	Paris	75011	52, rue Saint-Maur		+33 1 71 32 41 95		Asiatique	Ouvert le dimanche,  Ouvert le lundi,  Antidépresseur,  Manger seul 	De 36 à 50 €	Saint-Ambroise,  Rue Saint-Maur	48.8626015	2.3798916000000645
311	Krügen	Restaurant	Paris	75011	58, rue de la Fontaine-au-Roi		+33 9 52 29 78 79		Crêperie	Ouvert le dimanche,  Take-away,  Kid friendly,  Brunch,  Terrasse	De 16 à 35 €	Goncourt,  Parmentier	48.8680751	2.373889200000008
312	Boutique Yam'Tcha	Restaurant	Paris	75001	4, rue Sauval		+33 1 40 26 06 06		Chinois,  Lèche-doigts	Take-away,  Antidépresseur,  Manger seul 	De 16 à 35 €	Louvre - Rivoli	48.8617019	2.3424474999999347
313	Beige	Restaurant	Paris	75005	31, rue de la Parcheminerie		+33 1 46 33 75 10		Japonais,  Tapas	Terrasse,  Manger seul 	De 16 à 35 €	Cluny - La Sorbonne	48.8517973	2.3444743999999673
314	Kokoro	Restaurant	Paris	75005	36, rue des Boulangers		+33 1 44 07 13 29		Cuisine du marché,  Néobistrot	Terrasse,  Manger seul 	De 36 à 50 €	Cardinal Lemoine	48.8462505	2.3524797000000035
315	Ma Kitchen 	Restaurant	Paris	75010	85, rue d’Hauteville		Pas de téléphone. 		Coréen,  Lèche-doigts	Ouvert le lundi,  Take-away,  Manger seul 	Moins de 15 €	Poissonnière	48.8769775	2.3512273999999707
316	Au Passage	Restaurant	Paris	75011	1 bis, passage Saint-Sébastien 		+ 33 1 43 55 07 52		Néobistrot,  Bar à vins / Cave à manger	Antidépresseur,  Faim de nuit	De 16 à 35 €	Saint-Sébastien-Froissart	48.8615804	2.3686500000000024
317	Caractère de Cochon	Restaurant	Paris	75003	42, rue Charlot		+33 1 42 74 79 45		Sandwichs / Bagels,  Lèche-doigts	Ouvert le dimanche,  Ouvert le lundi,  Take-away,  Antidépresseur,  Manger seul 	Moins de 15 €	Filles du Calvaire,  Saint-Sébastien-Froissart	48.86270529999999	2.3625306999999793
318	Le Mary Celeste	Restaurant	Paris	75003	1, rue Commines		+33 1 42 77 98 37		Bar à vins / Cave à manger	Ouvert le dimanche,  Ouvert le lundi,  Antidépresseur,  Faim de nuit,  Terrasse,  Voir et se faire voir	De 16 à 35 €	Filles du Calvaire,  Saint-Sébastien-Froissart	48.861688	2.364839599999982
319	Hôi An 	Restaurant	Paris	75013	109, avenue d'Ivry 		+33 1 44 24 81 03		Asiatique,  Vietnamien	Ouvert le dimanche,  Take-away,  Kid friendly,  Antidépresseur,  Terrasse,  13 à table,  Manger seul 	De 16 à 35 €	Tolbiac,  Olympiades	48.82541320000001	2.3611042999999654
320	Barak	Restaurant	Paris	75010	62, rue du Faubourg-Poissonnière		Pas de téléphone 		Kebabs,  Sandwichs / Bagels,  Lèche-doigts	Ouvert le dimanche,  Ouvert le lundi,  Take-away,  Kid friendly,  Terrasse,  13 à table,  Manger seul 	Moins de 15 €	Poissonnière	48.87551819999999	2.3482715999999755
321	Rooster	Restaurant	Paris	75017	137, rue Cardinet		+33 1 45 79 91 48		Néobistrot	Ouvert le lundi,  Terrasse,  Manger seul 	Plus de 51 €	Brochant,  Wagram,  Malesherbes	48.886801	2.313211000000024
322	Jixiao’s Buns	Restaurant	Paris	75006	21, quai des Grands Augustins		+33 1 42 02 77 37		Chinois	Ouvert le dimanche,  Ouvert le lundi,  Take-away,  Antidépresseur,  Manger seul 	Moins de 15 €	Odéon,  Cluny - La Sorbonne,  Saint-Michel,  Cité	48.8540473	2.3432703999999376
323	Yaya Secrétan	Restaurant	Paris	75019	33, avenue Secrétan		+33 1 42 41 12 86		Grec,  Méditerranéen,  Néobrasserie	Ouvert le dimanche,  Ouvert le lundi,  Antidépresseur,  Terrasse,  13 à table,  Manger seul 	De 16 à 35 €	Bolivar,  Jaurès	48.8811718	2.3738042999999607
324	Ave Pizza Romana	Restaurant	Paris	75011	90, rue de la Folie Méricourt		+33 9 83 63 83 81		Pizzas	Ouvert le dimanche,  Take-away,  Kid friendly,  Antidépresseur	De 16 à 35 €	République,  Oberkampf,  Parmentier	48.8669245	2.36964439999997
325	Trois Fois Plus de Piment Saint Germain	Restaurant	Paris	75005	17, rue Frédéric Sauton		+33 1 42 01 65 15		Asiatique,  Chinois	Ouvert le dimanche,  Antidépresseur,  Terrasse,  Manger seul 	Moins de 15 €	Maubert - Mutualité	48.8507225	2.3491624000000684
326	Sbrisolona	Restaurant	Paris	75011	44, rue Trousseau		+33 9 84 48 14 58		Italien,  Snack / Tartes / Salades / Soupes / Bols	Ouvert le lundi,  Kid friendly,  Terrasse	De 16 à 35 €	Faidherbe - Chaligny,  Ledru Rollin	48.8522421	2.379231699999991
327	Grand Café d'Athènes	Restaurant	Paris	75010	74, rue du Faubourg Saint-Denis		+33 1 74 64 65 46		Café / Coffee Shop,  Grec,  Méditerranéen	Ouvert le dimanche,  Ouvert le lundi,  Antidépresseur,  Terrasse,  Manger seul 	De 16 à 35 €	Château d'Eau	48.87310799999999	2.354795500000023
328	La Frasca	Restaurant	Paris	75006	7, rue Corneille		+33 1 42 03 57 32 		Bistrot,  Méditerranéen	Ouvert le lundi,  Antidépresseur,  Manger seul 	De 36 à 50 €	Odéon,  Cluny - La Sorbonne	48.8493171	2.3393934000000627
329	Au Bon Pho	Restaurant	Paris	75003	22, rue au Maire		+33 1 42 72 88 32		Asiatique,  Vietnamien	Ouvert le dimanche,  Ouvert le lundi,  Take-away,  Manger seul 	Moins de 15 €	Arts et Métiers	48.8647367	2.356092600000011
330	Café Varenne 	Restaurant	Paris	75007	36, rue de Varenne		+33 1 45 48 62 72		Bistrot,  Café / Coffee Shop	Ouvert le lundi,  Kid friendly,  Terrasse,  Manger seul 	De 36 à 50 €	Rue du Bac	48.8541245	2.323543500000028
331	Django	Restaurant	Paris	75009	24, rue Victor-Massé		+33 1 74 64 64 84		Néobistrot	Terrasse	De 16 à 35 €	Pigalle	48.8809056	2.338027399999987
332	Amarante	Restaurant	Paris	75012	4, rue Biscornet		+33 7 67 33 21 25		Bistrot	Ouvert le dimanche,  Ouvert le lundi,  Antidépresseur	De 36 à 50 €	Bastille	48.8496201	2.370114000000058
333	La Merceria	Restaurant	Paris	75002	44, rue de Cléry		+33 1 42 36 06 55		Pizzas	Ouvert le lundi,  Take-away,  Kid friendly,  Antidépresseur,  13 à table	De 16 à 35 €	Sentier	48.8683008	2.3474572999999737
334	Flocon	Restaurant	Paris	75005	75, rue Mouffetard				Cuisine du marché,  Néobistrot	Ouvert le dimanche,  Kid friendly,  Antidépresseur,  13 à table	De 16 à 35 €	Place Monge,  Censier - Daubenton	48.8421312	2.349826099999973
335	Ten Belles 6	Restaurant	Paris	75006	53 Rue du Cherche-Midi		+33 9 83 34 33 65		Biocool,  Café / Coffee Shop,  Salon de thé / Pâtisserie,  Snack / Tartes / Salades / Soupes / Bols,  Lèche-doigts	Take-away,  Kid friendly,  Antidépresseur,  Brunch,  Terrasse,  Manger seul 	Moins de 15 €	Rennes,  Vaneau	48.8487182	2.3252374999999574
336	Luz Verde	Restaurant	Paris	75009	24, rue Henry-Monnier		+33 1 70 23 69 60		Mexicain,  Lèche-doigts	Take-away,  Antidépresseur,  Faim de nuit,  13 à table	De 16 à 35 €	Pigalle	48.8803917	2.3376164000000017
337	L'Attache	Restaurant	Paris	75011	52, rue Basfroi		+ 33 1 45 31 01 22		Bar à vins / Cave à manger	Ouvert le dimanche,  Ouvert le lundi,  Take-away,  Antidépresseur,  Faim de nuit,  Manger seul 	De 16 à 35 €	Voltaire	48.8565569	2.3782940999999482
338	Boulangerie Chambelland 	Restaurant	Paris	75011	14, rue Ternaux		+33 1 43 55 07 30		Salon de thé / Pâtisserie,  Sandwichs / Bagels	Ouvert le dimanche,  Kid friendly,  Antidépresseur,  Terrasse	Moins de 15 €	Parmentier	48.8643755	2.3732250000000477
339	Ten Belles Bread	Restaurant	Paris	75011	17-19, rue Breguet		+33 9 67 86 08 19		Café / Coffee Shop,  Salon de thé / Pâtisserie,  Lèche-doigts	Ouvert le dimanche,  Ouvert le lundi,  Take-away,  Antidépresseur,  Manger seul 	Moins de 15 €	Bréguet - Sabin	48.8579983	2.373243900000034
340	Le Siffleur de Ballons	Restaurant	Paris	75012	34, rue de Cîteaux		+33 1 58 51 14 04		Planches / Assiettes froides,  Bar à vins / Cave à manger	Take-away,  Manger seul 	De 16 à 35 €	Faidherbe - Chaligny	48.84953429999999	2.3812778999999864
341	Les Cailloux	Restaurant	Paris	75013	58, rue des Cinq-Diamants		+33 1 45 80 15 08		Italien	Ouvert le dimanche,  Ouvert le lundi,  Take-away,  Kid friendly,  Antidépresseur,  Terrasse,  13 à table,  Manger seul 	De 36 à 50 €	Corvisart	48.8277075	2.3493086999999377
342	Guillaume Grasso, La vera pizza napoletana	Restaurant	Paris	75015	45, rue Brancion		+33 1 45 33 83 83		Pizzas	Ouvert le lundi,  Take-away,  Kid friendly,  Antidépresseur,  13 à table	De 16 à 35 €	Plaisance,  Convention	48.83361319999999	2.3044584
343	L’Entredgeu	Restaurant	Paris	75017	83, rue Laugier		+33 1 40 54 97 24		Bistrot,  Cuisine du marché	Ouvert le lundi	De 36 à 50 €	Louise Michel	48.8847305	2.2914016
344	Maison Plisson Saint-Honoré	Restaurant	Paris	75001	35, pl. du Marché Saint-Honoré		+33 1 83 97 96 96		Cuisine du marché,  Néobistrot	Antidépresseur,  Brunch,  Terrasse,  Voir et se faire voir	De 16 à 35 €	Pyramides,  Quatre Septembre,  Opéra	48.8675776	2.3319743
345	KGB (Kitchen Galerie Bis)	Restaurant	Paris	75006	 25, rue des Grands-Augustins		+33 1 46 33 00 85		Cuisine d'auteur,  Néobistrot	Antidépresseur,  Faim de nuit,  Fais-moi mal	Plus de 51 €	Odéon,  Saint-Michel	48.8538575	2.3401633
346	Petit Navire	Restaurant	Paris	75020	85, rue Julien-Lacroix		+33 1 43 58 79 64		Bistrot,  Méditerranéen	Antidépresseur,  Manger seul 	De 16 à 35 €	Belleville,  Pyrénées	48.8717761	2.382539700000052
347	Montezuma	Restaurant	Paris	75002	15, rue Notre-Dame-des-Victoires		+33 1 75 57 39 16		Café / Coffee Shop,  Néobistrot,  Sandwichs / Bagels,  Bar à vins / Cave à manger	Antidépresseur,  Manger seul 	De 16 à 35 €	Bourse	48.8682309	2.3416915000000245
348	Maafim	Restaurant	Paris	75002	5, rue des Forges		+33 1 42 36 40 83		Israélien	Ouvert le dimanche,  Ouvert le lundi,  Take-away,  Antidépresseur,  Terrasse,  Manger seul 	De 16 à 35 €	Sentier	48.8678921	2.348832600000037
349	Komatsubaki	Restaurant	Paris	75008	3, rue d’Artois		+ 33 1 42 25 26 78		Japonais,  Sushis	Ouvert le dimanche,  Take-away,  Antidépresseur,  Fais-moi mal,  Manger seul 	Plus de 51 €	Saint-Philippe-du-Roule	48.8722719	2.3087754000000587
350	Aux Bons Crus	Restaurant	Paris	75011	54, rue Godefroy-Cavaignac		+33 1 45 67 21 13		Bistrot,  Brasserie,  Terroir	Ouvert le lundi,  Antidépresseur,  13 à table,  Manger seul 	De 16 à 35 €	Voltaire	48.8572177	2.3800160000000687
351	Ogata	Restaurant	Paris	75003	16, rue Debelleyme				Asiatique,  Japonais,  Salon de thé / Pâtisserie	Ouvert le dimanche,  Antidépresseur,  Fais-moi mal,  Manger seul 	Plus de 51 €	Filles du Calvaire,  Saint-Sébastien-Froissart	48.8609789	2.3635105
352	Menkicchi	Restaurant	Paris	75001	41, rue Sainte-Anne		+33 1 42 21 11 68		Japonais	Antidépresseur	Moins de 15 €	Pyramides	48.8665316	2.3355828
353	Les Enfants Rouges	Restaurant	Paris	75003	9, rue de Beauce		+33 1 48 87 80 61		Cuisine d'auteur,  Cuisine du marché,  Néobistrot,  Bar à vins / Cave à manger	Ouvert le dimanche,  Ouvert le lundi,  Antidépresseur,  Manger seul 	De 36 à 50 €	Filles du Calvaire,  Arts et Métiers	48.8628812	2.3611051999999972
354	La Crèmerie	Restaurant	Paris	75006	9, rue des Quatre Vents		+33 1 43 54 99 30		Planches / Assiettes froides,  Bar à vins / Cave à manger	Ouvert le lundi,  Take-away,  Antidépresseur	De 16 à 35 €	Mabillon,  Odéon,  Saint-Sulpice	48.8517072	2.3378063
355	Sagan	Restaurant	Paris	75006	8, rue Casimir-Delavigne		+33 6 69 37 82 19 		Japonais	Antidépresseur,  Faim de nuit,  Manger seul 	De 36 à 50 €	Mabillon,  Odéon,  Luxembourg	48.8504247	2.339177800000016
356	The Cod House	Restaurant	Paris	75006	1, rue de Condé		+33 1 42 49 35 59		Japonais,  Lèche-doigts	Ouvert le dimanche,  Ouvert le lundi,  Antidépresseur,  Manger seul 	De 36 à 50 €	Mabillon,  Odéon	48.8515877	2.3385001999999986
357	L’Avant-Comptoir de la Mer	Restaurant	Paris	75006	3, carrefour de l’Odéon		+33 1 42 38 47 55		Terroir,  Poissons et fruits de mer,  Bar à vins / Cave à manger	Ouvert le dimanche,  Ouvert le lundi,  Antidépresseur,  13 à table,  Manger seul 	De 16 à 35 €	Odéon	48.8520358	2.3388124000000516
358	Salina	Restaurant	Paris	75009	24, rue du Faubourg Montmartre		+33 9 83 97 50 31		Poissons et fruits de mer	Antidépresseur,  Manger seul 	De 16 à 35 €	Cadet,  Grands Boulevards,  Le Peletier	48.8734331	2.34310830000004
359	Mamiche	Restaurant	Paris	75009	45, rue Condorcet		+33 1 53 21 03 68  		Casse-croûte,  Sandwichs / Bagels,  Lèche-doigts	Take-away,  Antidépresseur	Moins de 15 €	Poissonnière,  Anvers,  Pigalle,  Saint-Georges	48.8800657	2.3435071000000107
360	Mamagoto	Restaurant	Paris	75010	5, rue des Petits-Hôtels		+ 33 1 44 79 03 98		Cuisine du marché,  Néobistrot	Ouvert le lundi,  Antidépresseur	De 36 à 50 €	Poissonnière,  Gare de Lyon,  Gare de l'Est	48.8772256	2.3545000999999957
361	Septime La Cave	Restaurant	Paris	75011	3, rue Basfroi		+33 1 43 67 14 87		Planches / Assiettes froides,  Bar à vins / Cave à manger	Ouvert le dimanche,  Ouvert le lundi,  Antidépresseur,  Manger seul 	De 16 à 35 €	Ledru Rollin,  Charonne	48.85374660000001	2.3801829000000225
362	Le Servan	Restaurant	Paris	75011	32, rue Saint-Maur		+33 1 55 28 51 82		Cuisine d'auteur,  Néobistrot	Ouvert le dimanche,  Ouvert le lundi,  Manger seul 	De 36 à 50 €	Voltaire,  Saint-Ambroise,  Rue Saint-Maur	48.86101559999999	2.3814505999999938
363	L'Épicerie du Verre Volé	Restaurant	Paris	75011	54 bis, rue de la Folie-Méricourt		+33 1 48 05 36 55		Sandwichs / Bagels,  Lèche-doigts	Ouvert le lundi,  Take-away,  Antidépresseur,  Manger seul 	Moins de 15 €	Oberkampf,  Parmentier	48.8642882	2.371696400000019
364	Chez Mamane	Restaurant	Paris	75013	27, rue des Cinq-Diamants		+33 1 45 89 58 87		Maghreb,  Algérien	Ouvert le dimanche,  Ouvert le lundi,  Antidépresseur,  Faim de nuit,  Manger seul 	De 16 à 35 €	Corvisart	48.8285958	2.350679600000035
365	Les Saveurs du Sichuan	Restaurant	Paris	75014	34, rue Friant		+33 1 71 60 10 78		Asiatique,  Chinois	Ouvert le dimanche,  Take-away	De 36 à 50 €	Porte d'Orléans	48.8248167	2.3235340999999607
366	Breizh Café Odéon	Restaurant	Paris	75006	1, rue de l'Odéon		+ 33 1 42 49 34 73		Crêperie	Ouvert le dimanche,  Ouvert le lundi,  Kid friendly,  Antidépresseur,  Terrasse,  Manger seul 	De 16 à 35 €	Mabillon,  Odéon	48.85165079999999	2.338800499999934
367	Café Les Deux Gares	Restaurant	Paris	75010	1, rue des Deux-Gares			+33 1 40 38 17 05	Casse-croûte,  Café / Coffee Shop,  Néobistrot	Antidépresseur,  Terrasse	De 16 à 35 €	Gare de l'Est,  Gare du Nord	48.8782722	2.358169
368	Gemüse	Restaurant	Paris	75018	61, rue Ramey				Kebabs,  Lèche-doigts,  Turc	Ouvert le lundi,  Take-away,  Antidépresseur,  Manger seul 	Moins de 15 €	Marcadet-Poissonniers,  Jules Joffrin	48.8905173	2.3453026
369	La Calèche 	Restaurant	Paris	75007	 8, rue de Lille 		+33 1 40 20 94 21		Bistrot	Antidépresseur,  Terrasse	De 36 à 50 €	Saint-Germain des Prés,  Rue du Bac	48.857979	2.331831
370	Åke Table & Vin	Restaurant	Paris	75010	 8, rue Marie-et-Louise		+33 1 9 75 41 07 65		Néobistrot,  Suédois,  Bar à vins / Cave à manger	Antidépresseur,  Faim de nuit,  Terrasse	De 16 à 35 €	Jacques Bonsergent,  Goncourt	48.8719948	2.3669204
371	Bistro S 	Restaurant	Paris	75012	7, rue Saint-Nicolas		+33 1 43 43 49 40		Cuisine d'auteur,  Néobistrot	Antidépresseur,  Manger seul 	De 16 à 35 €	Ledru Rollin	48.8509389	2.3742997
372	Restaurant Rochechouart	Restaurant	Paris	75009	55, bd de Rochechouart		+33 1 42 81 91 00		Brasserie	Ouvert le dimanche,  Ouvert le lundi,  Antidépresseur,  Terrasse,  Voir et se faire voir,  13 à table	De 36 à 50 €	Anvers,  Pigalle	48.8819068	2.3410005
373	Le Grand Bol	Restaurant	Paris	75011	7, rue de la Présentation		+ 33 1 77 16 89 91		Chinois	Ouvert le dimanche,  Ouvert le lundi,  Manger seul 	De 16 à 35 €	Belleville	48.8709815	2.376805300000001
374	Tomette	Restaurant	Paris	75012	23, rue de Cotte		+ 33 1 53 17 09 91		Bar à vins / Cave à manger,  Lèche-doigts	Take-away,  Antidépresseur,  Manger seul 	De 16 à 35 €	Ledru Rollin	48.8498561	2.3777158999999983
375	Margo	Restaurant	Paris	75011	9, rue Jean-Pierre Timbaud		+33 1 43 38 52 19		Néobistrot	Ouvert le dimanche,  Antidépresseur,  Terrasse	De 36 à 50 €	Oberkampf	48.865104	2.3672374999999874
376	Holybelly 5	Restaurant	Paris	75010	5, rue Lucien-Sampaix		+33 1 82 28 00 80		Café / Coffee Shop	Ouvert le dimanche,  Ouvert le lundi,  Take-away,  Kid friendly,  Antidépresseur,  Brunch,  Manger seul 	De 16 à 35 €	Jacques Bonsergent	48.8710377	2.3596155999999837
377	La Fontaine de Belleville	Restaurant	Paris	75010	31-33, rue Juliette-Dodu		+33 9 81 75 54 54		Café / Coffee Shop	Ouvert le dimanche,  Ouvert le lundi,  Antidépresseur,  Brunch,  Terrasse	Moins de 15 €	Colonel Fabien	48.8757796	2.3684670999999753
378	Daroco	Restaurant	Paris	75002	6, rue Vivienne		+33 1 42 21 93 71		Italien,  Pizzas	Ouvert le dimanche,  Ouvert le lundi,  Faim de nuit,  Voir et se faire voir	De 36 à 50 €	Bourse	48.8672504	2.339061000000015
379	Les Papilles	Restaurant	Paris	75005	30, rue Gay-Lussac		+33 1 43 25 20 79		Bistrot,  Bar à vins / Cave à manger	Take-away,  Antidépresseur,  Terrasse,  13 à table	De 36 à 50 €	Place Monge,  Cluny - La Sorbonne,  Maubert - Mutualité	48.8445431	2.341672000000017
380	Marzo	Restaurant	Paris	75007	5, rue Paul-Louis-Courier		+ 33 1 43 35 08 05		Italien,  Pizzas	Ouvert le dimanche,  Ouvert le lundi,  Take-away,  Antidépresseur	De 36 à 50 €	Rue du Bac	48.8560031	2.3248614000000316
381	Le Tagine	Restaurant	Paris	75011	13, rue de Crussol 		+33 1 47 00 28 67		Marocain	Ouvert le dimanche,  Antidépresseur	De 36 à 50 €	Filles du Calvaire,  Oberkampf	48.8643875	2.3678218
382	Siseng	Restaurant	Paris	75010	82, quai de Jemmapes		 +33 9 51 55 15 77		Asiatique	Ouvert le dimanche,  Take-away,  Antidépresseur	De 16 à 35 €	Jacques Bonsergent,  Goncourt	48.8722937	2.3651244000000133
383	Song-Heng	Restaurant	Paris	75003	3, rue Volta		+33 1 42 78 31 70		Asiatique,  Vietnamien	Ouvert le lundi,  Take-away,  Manger seul 	Moins de 15 €	Arts et Métiers	48.8647273	2.3567798999999923
384	A.T. Restaurant 	Restaurant	Paris	75005	4 bis, rue du Cardinal-Lemoine		+33 1 56 81 94 08 		Cuisine d'auteur,  Néobistrot	Fais-moi mal	Plus de 51 €	Maubert - Mutualité,  Cardinal Lemoine,  Pont Marie	48.84974	2.3544939999999315
385	Abri	Restaurant	Paris	75010	92, rue du Faubourg-Poissonnière		+33 1 83 97 00 00		Cuisine d'auteur,  Néobistrot,  Lèche-doigts	Antidépresseur	De 16 à 35 €	Poissonnière	48.8778827	2.3492808999999397
386	Melt	Restaurant	Paris	75011	74, rue de la Folie Méricourt		+33 9 81 36 42 76		Viandes / Grillades,  Américain	Ouvert le dimanche,  Ouvert le lundi,  Take-away,  Antidépresseur,  Faim de nuit,  Terrasse,  13 à table,  Manger seul 	De 16 à 35 €	Oberkampf,  Parmentier	48.8656108	2.3708025999999336
387	Dalmata	Restaurant	Paris	75002	8, rue Tiquetonne		Pas de téléphone		Italien,  Pizzas	Take-away,  Kid friendly,  Terrasse	De 16 à 35 €	Etienne Marcel	48.8644688	2.349424499999941
388	Jouvence	Restaurant	Paris	75012	172 bis, rue du Faubourg-Saint-Antoine		+33 1 56 58 04 73		Cuisine d'auteur,  Cuisine du marché,  Néobistrot	Antidépresseur,  Terrasse	De 36 à 50 €	Faidherbe - Chaligny	48.8501829	2.382082999999966
389	Hôtel des Grands Boulevards	Restaurant	Paris	75002	17, boulevard Poissonnière		+33 1 85 73 33 33		Italien,  Néobistrot	Ouvert le dimanche,  Ouvert le lundi,  Brunch,  Terrasse,  Voir et se faire voir,  Manger seul 	De 36 à 50 €	Grands Boulevards	48.8709333	2.3448912000000064
390	Sushi B	Restaurant	Paris	75002	5, rue Rameau		+33 1 40 26 52 87		Japonais,  Sushis	Ouvert le dimanche,  Antidépresseur,  Fais-moi mal,  Manger seul 	Plus de 51 €	Bourse,  Pyramides,  Quatre Septembre	48.867702	2.3373794000000316
391	Au Ciel	Restaurant	Paris	75011	97, rue de Charonne		+33 1 43 72 19 08		Chinois	Ouvert le dimanche,  Ouvert le lundi,  Take-away,  Faim de nuit	De 16 à 35 €	Charonne	48.8545315	2.38337039999999
392	Aux Deux Amis	Restaurant	Paris	75011	45, rue Oberkampf 		+33 1 58 30 38 13		Tapas,  Bar à vins / Cave à manger	Faim de nuit,  Terrasse,  Voir et se faire voir	De 16 à 35 €	Oberkampf,  Parmentier	48.8645978	2.37186829999996
393	Da Graziella	Restaurant	Paris	75010	43, rue des Petites Écuries		+ 33 1 45 65 37 15		Pizzas	Ouvert le lundi,  Antidépresseur	De 16 à 35 €	Poissonnière,  Bonne Nouvelle,  Cadet,  Château d'Eau	48.8738319	2.3496602999999823
394	Les Enfants du Marché	Restaurant	Paris	75003	39, rue de Bretagne	Marché des Enfants Rouges	+ 33 1 40 24 01 43		Cuisine d'auteur,  Cuisine du marché,  Néobistrot,  Bar à vins / Cave à manger	Ouvert le dimanche,  Take-away,  Antidépresseur,  Terrasse,  Voir et se faire voir,  Manger seul 	De 36 à 50 €	Temple,  Filles du Calvaire,  Arts et Métiers	48.862755	2.3620003999999426
395	Saul's	Restaurant	Paris	75009	66, rue Rodier		Pas de téléphone. 		Lèche-doigts	Ouvert le dimanche,  Take-away,  Antidépresseur,  Manger seul 	Moins de 15 €	Anvers	48.8808969	2.3443393000000015
396	Faggio Salumeria	Restaurant	Paris	75009	72, rue de Rochechouart		+ 33 1 40 37 44 02		Bar à vins / Cave à manger	Ouvert le dimanche,  Ouvert le lundi,  Take-away,  Antidépresseur,  Terrasse	De 16 à 35 €	Barbès - Rochechouart,  Anvers	48.881634	2.3466908999999987
397	Maison Maison	Restaurant	Paris	75001	63, voie Georges-Pompidou		+33 9 67 82 07 32		Bistrot,  Cuisine du marché,  Guinguette	Ouvert le dimanche,  Ouvert le lundi,  Antidépresseur,  Terrasse	De 16 à 35 €	Pont Neuf,  Louvre - Rivoli	48.85838560000001	2.3420107
398	L’Epi Malin 	Restaurant	Paris	75006	4, rue Dupin		+33 1 45 49 22 53		Biocool,  Snack / Tartes / Salades / Soupes / Bols,  Végétarien	Ouvert le lundi,  Take-away,  Kid friendly,  13 à table,  Manger seul 	Moins de 15 €	Sèvres - Babylone	48.850142	2.324728999999934
399	Coutume Café	Restaurant	Paris	75007	47, rue de Babylone		+33 1 45 51 50 47		Café / Coffee Shop,  Snack / Tartes / Salades / Soupes / Bols	Ouvert le dimanche,  Ouvert le lundi,  Take-away,  Kid friendly,  Antidépresseur,  Brunch,  Manger seul 	De 16 à 35 €	Saint-François-Xavier	48.8515993	2.3184009999999944
400	Bistrotters 	Restaurant	Paris	75014	9, rue Decrès		+33 1 45 45 58 59		Bistrot,  Cuisine d'auteur,  Terroir	Ouvert le dimanche,  Ouvert le lundi,  Antidépresseur,  Manger seul 	De 36 à 50 €	Plaisance	48.8327781	2.314876300000037
401	Radioeat	Restaurant	Paris	75016	116, av. du Président Kennedy 		+33 1 47 20 00 29		Néobistrot	Ouvert le dimanche,  Ouvert le lundi,  Brunch,  13 à table,  Manger seul 	De 36 à 50 €	Ranelagh	48.8524459	2.2784990999999764
402	Il Bacaro	Restaurant	Paris	75011	9, rue Auguste-Laurent		+33 1 43 79 16 66		Italien	Antidépresseur	De 16 à 35 €	Voltaire	48.8571639	2.3820579000000635
403	Jones	Restaurant	Paris	75011	43, rue Godefroy-Cavaignac		+33 9 80 75 32 08		Néobistrot,  Bar à vins / Cave à manger	Ouvert le dimanche,  Ouvert le lundi,  Manger seul 	De 36 à 50 €	Voltaire	48.8566587	2.3800522999999885
404	Septime	Restaurant	Paris	75011	80, rue de Charonne		+33 1 43 67 38 29		Cuisine d'auteur,  Néobistrot	Ouvert le dimanche,  Ouvert le lundi,  Antidépresseur,  Fais-moi mal	Plus de 51 €	Charonne	48.8535855	2.3807021999999733
405	Candelaria	Restaurant	Paris	75003	52, rue de Saintonge		Pas de téléphone. 		Mexicain,  Lèche-doigts	Ouvert le dimanche,  Ouvert le lundi,  Take-away,  Antidépresseur,  Manger seul 	Moins de 15 €	Filles du Calvaire,  Saint-Sébastien-Froissart	48.8629395	2.3640889000000698
406	Bekseju Village	Restaurant	Paris	75013	53, bd. Saint Marcel		+33 1 77 11 24 37		Asiatique,  Coréen	Ouvert le dimanche,  Ouvert le lundi,  Antidépresseur,  13 à table,  Manger seul 	De 16 à 35 €	Les Gobelins,  Saint-Marcel	48.83771840000001	2.3556418000000576
